score,content,text_clean,text_Stopword,text_tokens,text_tokens_stemmed,Label
1,"Banyak nyamuk,makanan mahal,kandang hewanya kurang bersih",banyak nyamukmakanan mahalkandang hewanya kurang bersih,nyamukmakanan mahalkandang hewanya bersih,"['nyamukmakanan', 'mahalkandang', 'hewanya', 'bersih']",nyamukmakanan mahalkandang hewanya bersih,negatif
5,"cozy banget buat santai dan main pasir anak2 nyaman banget, tempatnya bersih, sejuk adem, cuma jalan gerbang masuknya udah bocel2 sampe rangka betonnya keliatan please betulin soalnya membahayakan dan gak estetik banget",cozy banget buat santai dan main pasir anak2 nyaman banget tempatnya bersih sejuk adem cuma jalan gerbang masuknya udah bocel2 sampe rangka betonnya keliatan please betulin soalnya membahayakan dan gak estetik banget,cozy banget santai main pasir anak2 nyaman banget tempatnya bersih sejuk adem jalan gerbang masuknya udah bocel2 sampe rangka betonnya keliatan please betulin membahayakan gak estetik banget,"['cozy', 'banget', 'santai', 'main', 'pasir', 'anak2', 'nyaman', 'banget', 'tempatnya', 'bersih', 'sejuk', 'adem', 'jalan', 'gerbang', 'masuknya', 'udah', 'bocel2', 'sampe', 'rangka', 'betonnya', 'keliatan', 'please', 'betulin', 'membahayakan', 'gak', 'estetik', 'banget']",cozy banget santai main pasir anak2 nyaman banget tempat bersih sejuk adem jalan gerbang masuk udah bocel2 sampe rangka beton liat please betulin bahaya gak estetik banget,positif
5,"Kalau kami yang 2x kesana dari Semarang gak menyesal ya ke tempat wisata ini. Dengan tiket 60k worth it sih.
Dari petugas2nya ramah, tempat parkir luas, binatang2nya cukup banyak kok, …",kalau kami yang 2x kesana dari semarang gak menyesal ya ke tempat wisata ini dengan tiket 60k worth it sihdari petugas2nya ramah tempat parkir luas binatang2nya cukup banyak kok ,2x kesana semarang gak menyesal ya wisata tiket 60k worth it sihdari petugas2nya ramah parkir luas binatang2nya,"['2x', 'kesana', 'semarang', 'gak', 'menyesal', 'ya', 'wisata', 'tiket', '60k', 'worth', 'it', 'sihdari', 'petugas2nya', 'ramah', 'parkir', 'luas', 'binatang2nya']",2x kesana semarang gak sesal ya wisata tiket 60k worth it sihdari petugas2nya ramah parkir luas binatang2nya,positif
5,"Wisata edukasi satwa terlengkap di Kabupaten Batang, sangat rekomended istimewa",wisata edukasi satwa terlengkap di kabupaten batang sangat rekomended istimewa,wisata edukasi satwa terlengkap kabupaten batang rekomended istimewa,"['wisata', 'edukasi', 'satwa', 'terlengkap', 'kabupaten', 'batang', 'rekomended', 'istimewa']",wisata edukasi satwa lengkap kabupaten batang rekomended istimewa,positif
4,"Potensi wisata edukasi yang baik... Masih dalam perbaikan, semoga makin sukses",potensi wisata edukasi yang baik masih dalam perbaikan semoga makin sukses,potensi wisata edukasi perbaikan semoga sukses,"['potensi', 'wisata', 'edukasi', 'perbaikan', 'semoga', 'sukses']",potensi wisata edukasi baik moga sukses,positif
5,Bagus cuman masih banyak ada proses pembaruan yang belum selesai bangunannya,bagus cuman masih banyak ada proses pembaruan yang belum selesai bangunannya,bagus cuman proses pembaruan selesai bangunannya,"['bagus', 'cuman', 'proses', 'pembaruan', 'selesai', 'bangunannya']",bagus cuman proses baru selesai bangun,positif
5,"Pantai nya biru banget air nya dan bersih cocok untuk menghilangkan penat,pertunjukan satwa juga ada semua gratis untuk menonton nya good recomended banget pokoknya 🤗 …",pantai nya biru banget air nya dan bersih cocok untuk menghilangkan penatpertunjukan satwa juga ada semua gratis untuk menonton nya good recomended banget pokoknya  ,pantai nya biru banget air nya bersih cocok menghilangkan penatpertunjukan satwa gratis menonton nya good recomended banget pokoknya,"['pantai', 'nya', 'biru', 'banget', 'air', 'nya', 'bersih', 'cocok', 'menghilangkan', 'penatpertunjukan', 'satwa', 'gratis', 'menonton', 'nya', 'good', 'recomended', 'banget', 'pokoknya']",pantai nya biru banget air nya bersih cocok hilang penatpertunjukan satwa gratis tonton nya good recomended banget pokok,positif
5,Blm pernah,blm pernah,blm,['blm'],blm,positif
5,"Tempat nyaman parkiran luas, tiket masuk, sudah termasuk fasilitas di dalam
Namun harga makanan yg lumayan air mineral juga harga lumayan",tempat nyaman parkiran luas tiket masuk sudah termasuk fasilitas di dalamnamun harga makanan yg lumayan air mineral juga harga lumayan,nyaman parkiran luas tiket masuk fasilitas dalamnamun harga makanan yg lumayan air mineral harga lumayan,"['nyaman', 'parkiran', 'luas', 'tiket', 'masuk', 'fasilitas', 'dalamnamun', 'harga', 'makanan', 'yg', 'lumayan', 'air', 'mineral', 'harga', 'lumayan']",nyaman parkir luas tiket masuk fasilitas dalamnamun harga makan yg lumayan air mineral harga lumayan,positif
5,Booking dulu .. pelayanan terjamin top,booking dulu  pelayanan terjamin top,booking pelayanan terjamin top,"['booking', 'pelayanan', 'terjamin', 'top']",booking layan jamin top,positif
4,"Perpaduan wisata pantai, dan mini zoo...meskipun jumlah hewannya belum terlalu banyak. Ada arena pertunjukan lumba-lumba.  Cocok untuk wisata keluarga bersama anak-anak.",perpaduan wisata pantai dan mini zoomeskipun jumlah hewannya belum terlalu banyak ada arena pertunjukan lumbalumba  cocok untuk wisata keluarga bersama anakanak,perpaduan wisata pantai mini zoomeskipun hewannya arena pertunjukan lumbalumba cocok wisata keluarga anakanak,"['perpaduan', 'wisata', 'pantai', 'mini', 'zoomeskipun', 'hewannya', 'arena', 'pertunjukan', 'lumbalumba', 'cocok', 'wisata', 'keluarga', 'anakanak']",padu wisata pantai mini zoomeskipun hewan arena tunjuk lumbalumba cocok wisata keluarga anakanak,positif
5,Tempat yang sangat bagus untuk pelarian singkat!,tempat yang sangat bagus untuk pelarian singkat,bagus pelarian singkat,"['bagus', 'pelarian', 'singkat']",bagus lari singkat,positif
4,Lokasi yg sejuk.. dipinggir pantai... Angin semilir... Membangkitkan gairah untuk mengunjungi lagi... Satwanya mohon bisa dikompliti lagi yaaaa...,lokasi yg sejuk dipinggir pantai angin semilir membangkitkan gairah untuk mengunjungi lagi satwanya mohon bisa dikompliti lagi yaaaa,lokasi yg sejuk dipinggir pantai angin semilir membangkitkan gairah mengunjungi satwanya mohon dikompliti yaaaa,"['lokasi', 'yg', 'sejuk', 'dipinggir', 'pantai', 'angin', 'semilir', 'membangkitkan', 'gairah', 'mengunjungi', 'satwanya', 'mohon', 'dikompliti', 'yaaaa']",lokasi yg sejuk pinggir pantai angin milir bangkit gairah unjung satwa mohon dikompliti yaaaa,positif
5,"Ombak gak begitu besar,makanan ready dan ramah dikantong,jangan lupa bawa ganti 🥳 …",ombak gak begitu besarmakanan ready dan ramah dikantongjangan lupa bawa ganti  ,ombak gak besarmakanan ready ramah dikantongjangan lupa bawa ganti,"['ombak', 'gak', 'besarmakanan', 'ready', 'ramah', 'dikantongjangan', 'lupa', 'bawa', 'ganti']",ombak gak besarmakanan ready ramah dikantongjangan lupa bawa ganti,positif
5,"Asik tempatnya.. Yg cari susana dipinggir pantai enak dan nyaman bisa kesini. Kid friendly juga..
Menu makanan beragam, nyaman. Pilihan tepat buat keluarga",asik tempatnya yg cari susana dipinggir pantai enak dan nyaman bisa kesini kid friendly jugamenu makanan beragam nyaman pilihan tepat buat keluarga,asik tempatnya yg cari susana dipinggir pantai enak nyaman kesini kid friendly jugamenu makanan beragam nyaman pilihan keluarga,"['asik', 'tempatnya', 'yg', 'cari', 'susana', 'dipinggir', 'pantai', 'enak', 'nyaman', 'kesini', 'kid', 'friendly', 'jugamenu', 'makanan', 'beragam', 'nyaman', 'pilihan', 'keluarga']",asik tempat yg cari susana pinggir pantai enak nyaman kesini kid friendly jugamenu makan agam nyaman pilih keluarga,positif
4,Cukup bagus,cukup bagus,bagus,['bagus'],bagus,positif
5,Baik,baik,,[],,positif
5,"Seru banget seharian main disini, datang jam 10 pagi langsung ke zoo dan nonton pertunjukan hewan sampe siang, siang makan di resto pantai, untuk resto harganya terlalu overprice dgn rasa yg biasa.. sore puas main di pantai, ada ayunan, …",seru banget seharian main disini datang jam 10 pagi langsung ke zoo dan nonton pertunjukan hewan sampe siang siang makan di resto pantai untuk resto harganya terlalu overprice dgn rasa yg biasa sore puas main di pantai ada ayunan ,seru banget seharian main jam 10 pagi langsung zoo nonton pertunjukan hewan sampe siang siang makan resto pantai resto harganya overprice dgn yg sore puas main pantai ayunan,"['seru', 'banget', 'seharian', 'main', 'jam', '10', 'pagi', 'langsung', 'zoo', 'nonton', 'pertunjukan', 'hewan', 'sampe', 'siang', 'siang', 'makan', 'resto', 'pantai', 'resto', 'harganya', 'overprice', 'dgn', 'yg', 'sore', 'puas', 'main', 'pantai', 'ayunan']",seru banget hari main jam 10 pagi langsung zoo nonton tunjuk hewan sampe siang siang makan resto pantai resto harga overprice dgn yg sore puas main pantai ayun,positif
5,Tempat bagus . Karna tempat wisata jadi apa2 muahaaaal 😂 …,tempat bagus  karna tempat wisata jadi apa2 muahaaaal  ,bagus karna wisata apa2 muahaaaal,"['bagus', 'karna', 'wisata', 'apa2', 'muahaaaal']",bagus karna wisata apa2 muahaaaal,positif
4,Penyembuhan tipis2,penyembuhan tipis2,penyembuhan tipis2,"['penyembuhan', 'tipis2']",sembuh tipis2,positif
5,"Ada foodcourt dipinggir pantai, pantainya bagus, bersih dan terawat. Kesini mau nonton lumba-lumba bersama anak.",ada foodcourt dipinggir pantai pantainya bagus bersih dan terawat kesini mau nonton lumbalumba bersama anak,foodcourt dipinggir pantai pantainya bagus bersih terawat kesini nonton lumbalumba anak,"['foodcourt', 'dipinggir', 'pantai', 'pantainya', 'bagus', 'bersih', 'terawat', 'kesini', 'nonton', 'lumbalumba', 'anak']",foodcourt pinggir pantai pantai bagus bersih awat kesini nonton lumbalumba anak,positif
1,Makanan mahal gratis voucer kaya gk guna,makanan mahal gratis voucer kaya gk guna,makanan mahal gratis voucer kaya gk,"['makanan', 'mahal', 'gratis', 'voucer', 'kaya', 'gk']",makan mahal gratis voucer kaya gk,negatif
5,Pantainya bersih...banyak pepohonan rindang jadi tidak terlalu panas.Ada minizoo dan bisa naik gajah,pantainya bersihbanyak pepohonan rindang jadi tidak terlalu panasada minizoo dan bisa naik gajah,pantainya bersihbanyak pepohonan rindang panasada minizoo gajah,"['pantainya', 'bersihbanyak', 'pepohonan', 'rindang', 'panasada', 'minizoo', 'gajah']",pantai bersihbanyak pohon rindang panasada minizoo gajah,positif
5,"Tempatnya bagus, pemandangannya bagus",tempatnya bagus pemandangannya bagus,tempatnya bagus pemandangannya bagus,"['tempatnya', 'bagus', 'pemandangannya', 'bagus']",tempat bagus pandang bagus,positif
4,"Pertama masuk tempatnya nyaman dan bagus...pantainya bersih...walaupun siang2 tp disana tdk terasa panas krna bnyk pepohonan. Hnya saja binatang sedikit dan kandangnya seperti kurang terawat.apalagi bagian monyet,kuda nil,buaya.",pertama masuk tempatnya nyaman dan baguspantainya bersihwalaupun siang2 tp disana tdk terasa panas krna bnyk pepohonan hnya saja binatang sedikit dan kandangnya seperti kurang terawatapalagi bagian monyetkuda nilbuaya,masuk tempatnya nyaman baguspantainya bersihwalaupun siang2 tp disana tdk panas krna bnyk pepohonan hnya binatang kandangnya terawatapalagi monyetkuda nilbuaya,"['masuk', 'tempatnya', 'nyaman', 'baguspantainya', 'bersihwalaupun', 'siang2', 'tp', 'disana', 'tdk', 'panas', 'krna', 'bnyk', 'pepohonan', 'hnya', 'binatang', 'kandangnya', 'terawatapalagi', 'monyetkuda', 'nilbuaya']",masuk tempat nyaman baguspantainya bersihwalaupun siang2 tp sana tdk panas krna bnyk pohon hnya binatang kandang terawatapalagi monyetkuda nilbuaya,positif
5,Sayangnya masih ada bbrp bangunan yg sedang dlm persiapan utk smacam resto,sayangnya masih ada bbrp bangunan yg sedang dlm persiapan utk smacam resto,sayangnya bbrp bangunan yg dlm persiapan utk smacam resto,"['sayangnya', 'bbrp', 'bangunan', 'yg', 'dlm', 'persiapan', 'utk', 'smacam', 'resto']",sayang bbrp bangun yg dlm siap utk smacam resto,positif
5,dangat memuaskan,dangat memuaskan,dangat memuaskan,"['dangat', 'memuaskan']",dangat muas,positif
5,Bagus tempatnya..tiket terjangkau.. pantainya landai..enak bwt anak2 bermain.. cmn bingung kehabisan uang..cari ATM gak ada.. harusnya tempat wisata sekelas jawa tengah ini wajib ada ATMnya..,bagus tempatnyatiket terjangkau pantainya landaienak bwt anak2 bermain cmn bingung kehabisan uangcari atm gak ada harusnya tempat wisata sekelas jawa tengah ini wajib ada atmnya,bagus tempatnyatiket terjangkau pantainya landaienak bwt anak2 bermain cmn bingung kehabisan uangcari atm gak wisata sekelas jawa wajib atmnya,"['bagus', 'tempatnyatiket', 'terjangkau', 'pantainya', 'landaienak', 'bwt', 'anak2', 'bermain', 'cmn', 'bingung', 'kehabisan', 'uangcari', 'atm', 'gak', 'wisata', 'sekelas', 'jawa', 'wajib', 'atmnya']",bagus tempatnyatiket jangkau pantai landaienak bwt anak2 main cmn bingung habis uangcari atm gak wisata kelas jawa wajib atmnya,positif
4,Overall bagus.. Cmn masukan bwt pengelola.. Tolong donk difasilitasi ATM center..  Biar pengunjung bisa ambil uang sepuasnya.. 😁😁😁 …,overall bagus cmn masukan bwt pengelola tolong donk difasilitasi atm center  biar pengunjung bisa ambil uang sepuasnya  ,overall bagus cmn masukan bwt pengelola tolong donk difasilitasi atm center biar pengunjung ambil uang sepuasnya,"['overall', 'bagus', 'cmn', 'masukan', 'bwt', 'pengelola', 'tolong', 'donk', 'difasilitasi', 'atm', 'center', 'biar', 'pengunjung', 'ambil', 'uang', 'sepuasnya']",overall bagus cmn masuk bwt kelola tolong donk fasilitas atm center biar unjung ambil uang puas,positif
5,"Untuk kelas mini zoo, cukup worth it lah yaa..
Kedepannya bisa dibenahi akses menuju dolphin centre dan mini zoonya.. Dari parkiran cukup jauh utk ke mini zoo (bagi yg bawa lansia) dan jalanannya masih rusak (tanah biasa), yg klo hujan pasti super becek 😁😁 …",untuk kelas mini zoo cukup worth it lah yaakedepannya bisa dibenahi akses menuju dolphin centre dan mini zoonya dari parkiran cukup jauh utk ke mini zoo bagi yg bawa lansia dan jalanannya masih rusak tanah biasa yg klo hujan pasti super becek  ,kelas mini zoo worth it yaakedepannya dibenahi akses dolphin centre mini zoonya parkiran utk mini zoo yg bawa lansia jalanannya rusak tanah yg klo hujan super becek,"['kelas', 'mini', 'zoo', 'worth', 'it', 'yaakedepannya', 'dibenahi', 'akses', 'dolphin', 'centre', 'mini', 'zoonya', 'parkiran', 'utk', 'mini', 'zoo', 'yg', 'bawa', 'lansia', 'jalanannya', 'rusak', 'tanah', 'yg', 'klo', 'hujan', 'super', 'becek']",kelas mini zoo worth it yaakedepannya benah akses dolphin centre mini zoonya parkir utk mini zoo yg bawa lansia jalan rusak tanah yg klo hujan super becek,positif
4,"Tempatnya adem fasilitas toilet bersih,bnyk tmpt duduk sambil nyemil,harga makanan minuman  sesuai tempat wisata ,klo pantainya dah pasti panas donk..😊 …",tempatnya adem fasilitas toilet bersihbnyk tmpt duduk sambil nyemilharga makanan minuman  sesuai tempat wisata klo pantainya dah pasti panas donk ,tempatnya adem fasilitas toilet bersihbnyk tmpt duduk nyemilharga makanan minuman sesuai wisata klo pantainya dah panas donk,"['tempatnya', 'adem', 'fasilitas', 'toilet', 'bersihbnyk', 'tmpt', 'duduk', 'nyemilharga', 'makanan', 'minuman', 'sesuai', 'wisata', 'klo', 'pantainya', 'dah', 'panas', 'donk']",tempat adem fasilitas toilet bersihbnyk tmpt duduk nyemilharga makan minum sesuai wisata klo pantai dah panas donk,positif
4,"Tempatnya asri, sejuk dan bersih, karyawannya ramah2, cocok buat santai keluarga, terutama untuk anak2.",tempatnya asri sejuk dan bersih karyawannya ramah2 cocok buat santai keluarga terutama untuk anak2,tempatnya asri sejuk bersih karyawannya ramah2 cocok santai keluarga anak2,"['tempatnya', 'asri', 'sejuk', 'bersih', 'karyawannya', 'ramah2', 'cocok', 'santai', 'keluarga', 'anak2']",tempat asri sejuk bersih karyawannya ramah2 cocok santai keluarga anak2,positif
4,Rekomended,rekomended,rekomended,['rekomended'],rekomended,positif
5,"Tempat nyaman, aman apalagi untuk anak anak.. Sayang belum ada kursi roda",tempat nyaman aman apalagi untuk anak anak sayang belum ada kursi roda,nyaman aman anak anak sayang kursi roda,"['nyaman', 'aman', 'anak', 'anak', 'sayang', 'kursi', 'roda']",nyaman aman anak anak sayang kursi roda,positif
5,Pantai yang nyaman untuk bersantai dengan keluarga dengan ombak yang tenang,pantai yang nyaman untuk bersantai dengan keluarga dengan ombak yang tenang,pantai nyaman bersantai keluarga ombak tenang,"['pantai', 'nyaman', 'bersantai', 'keluarga', 'ombak', 'tenang']",pantai nyaman santa keluarga ombak tenang,positif
4,sekarang jadi sedikit hewannya kenapa ya??pertama kesana berasa capek tapi skrng kok makin dipersempit ya...,sekarang jadi sedikit hewannya kenapa yapertama kesana berasa capek tapi skrng kok makin dipersempit ya,hewannya yapertama kesana berasa capek skrng dipersempit ya,"['hewannya', 'yapertama', 'kesana', 'berasa', 'capek', 'skrng', 'dipersempit', 'ya']",hewan yapertama kesana asa capek skrng sempit ya,positif
5,"Terakhir kesini sebelum pandemi dan HTM masih sekitar 35 K..
Sekarang HTM 60K..
Didalem nya ngga boleh bawa makanan..tp sayang nya pada saat pertunjukan lumba2 sangat puanas didalam gelanggang nya krn tdk dibatasi kuota nya,.",terakhir kesini sebelum pandemi dan htm masih sekitar 35 ksekarang htm 60kdidalem nya ngga boleh bawa makanantp sayang nya pada saat pertunjukan lumba2 sangat puanas didalam gelanggang nya krn tdk dibatasi kuota nya,kesini pandemi htm 35 ksekarang htm 60kdidalem nya ngga bawa makanantp sayang nya pertunjukan lumba2 puanas didalam gelanggang nya krn tdk dibatasi kuota nya,"['kesini', 'pandemi', 'htm', '35', 'ksekarang', 'htm', '60kdidalem', 'nya', 'ngga', 'bawa', 'makanantp', 'sayang', 'nya', 'pertunjukan', 'lumba2', 'puanas', 'didalam', 'gelanggang', 'nya', 'krn', 'tdk', 'dibatasi', 'kuota', 'nya']",kesini pandemi htm 35 ksekarang htm 60kdidalem nya ngga bawa makanantp sayang nya tunjuk lumba2 puanas dalam gelanggang nya krn tdk batas kuota nya,positif
2,"Tempat nya nyaman, parkir nya luas",tempat nya nyaman parkir nya luas,nya nyaman parkir nya luas,"['nya', 'nyaman', 'parkir', 'nya', 'luas']",nya nyaman parkir nya luas,negatif
4,"Sebelum masuk ke dolphin center kita harus lewat gerbang depan dulu bayar per orang nya sy lupa berapa. Masuk ke dolphine center bayar 60rb/orang. Parkir luas & gersang. Bisa nonton atraksi lumba-lumba, burung & beberapa binatang lagi …",sebelum masuk ke dolphin center kita harus lewat gerbang depan dulu bayar per orang nya sy lupa berapa masuk ke dolphine center bayar 60rborang parkir luas  gersang bisa nonton atraksi lumbalumba burung  beberapa binatang lagi ,masuk dolphin center gerbang bayar orang nya sy lupa masuk dolphine center bayar 60rborang parkir luas gersang nonton atraksi lumbalumba burung binatang,"['masuk', 'dolphin', 'center', 'gerbang', 'bayar', 'orang', 'nya', 'sy', 'lupa', 'masuk', 'dolphine', 'center', 'bayar', '60rborang', 'parkir', 'luas', 'gersang', 'nonton', 'atraksi', 'lumbalumba', 'burung', 'binatang']",masuk dolphin center gerbang bayar orang nya sy lupa masuk dolphine center bayar 60rborang parkir luas gersang nonton atraksi lumbalumba burung binatang,positif
