content,text_tokens_stemmed,Label,Label NB
"Perawatan diruang anak baik, perawatnya ramah dan sopan, mau ngajaj anak saya bermain.
Hanya saja ruangan terlalu sempit dan alat mainan anak pada rusak",awat ruang anak awat ramah sopan ngajaj anak bermainhanya ruang sempit alat main anak rusak,positif,positif
RSUD yang megah dan lengkap pelayananannya di daerah selatan pekaongan,rsud megah lengkap pelayananannya daerah selatan pekaongan,positif,positif
"RSUD yg cukup bagus,Lingkungan yg bersih dan asri,pelayanan yg cukup baik dan ramah.",rsud yg baguslingkungan yg bersih asripelayanan yg ramah,positif,positif
Semoga makin sukses,moga sukses,positif,positif
Pelayanannya ramah dan lingkungannya bersih,layan ramah lingkung bersih,positif,positif
"Perawatnya baik baik,dokternya ramah ramah",awat baikdokternya ramah ramah,positif,positif
okesip,okesip,positif,positif
"Kota Pekalongan, kota yang indah dan penuh memori... Saya ingat waktu kecil saya sering liburan ke Pekalongan mengunjungi paman saya, namanya Lik Fatih. Saya selalu diajak main ke kebun dan sawahnya. Suatu hari, ketika usia saya sekitar 8 …",kota kalong kota indah penuh memori libur kalong unjung paman nama lik fatih ajak main kebun sawah usia 8,positif,positif
"Pelayanannya semuanya bagus,tp banyak nyamuknya.",layan bagustp nyamuk,positif,positif
Sukses selalu buat RSUD kajen ku.. 🥰 18th bersama mu.. Spt rumah ke 2 ku😘 …,sukses rsud kajen ku 18th mu spt rumah 2 ku,positif,positif
Semakin bagus dan ramah pelayanan poliklinik ...👍👍👍 …,bagus ramah layan poliklinik,positif,positif
Pengalaman saya periksa di radiologi... Petugas radiologinya ramah dan memberi informasinya jelas. Antrian juga tidak terlalu lama. Pertahankan ya...,alam periksa radiologi tugas radiologi ramah informasi antri tahan ya,positif,positif
Penambahan alat ct scan 16 slice  memberikan kemudahan bagi pasien cidera kepala berat jadi lebih cepat di tangani,tambah alat ct scan 16 slice mudah pasien cidera kepala berat cepat tangan,positif,positif
Kamar mandinya sempit,kamar mandi sempit,positif,positif
alhamdulillah pelayanan tambah baik dan cepat,alhamdulillah layan cepat,positif,positif
Rumah sakit yang bagus,rumah sakit bagus,positif,positif
"Pelayanan dRSUD Kajen sangat baik terutama diruang mawar.tempatnya juga nyaman..penunjang medis jg bagus,radiologi dll.",layan drsud kajen ruang mawartempatnya nyamanpenunjang medis jg bagusradiologi dll,positif,positif
"Pelayanan Mantap, cepat, tanggap...",layan mantap cepat tanggap,positif,positif
Melayani dengan baik,layan,positif,positif
Pelayanan cepat,layan cepat,positif,positif
No review text,no review text,positif,positif
"RS Kajen bersih rapi,tingkatkan pelayanannya",rs kajen bersih rapitingkatkan layan,positif,positif
No review text,no review text,positif,positif
No review text,no review text,positif,positif
No review text,no review text,positif,positif
No review text,no review text,positif,positif
Pelayanan optimal,layan optimal,positif,positif
No review text,no review text,positif,positif
No review text,no review text,positif,positif
Rs nya bersih dan asri,rs nya bersih asri,positif,positif
Pelayanan nya baik petugasnya ramah,layan nya tugas ramah,positif,positif
Rsud kajen is the best,rsud kajen is the best,positif,positif
Pelayanan baik👍 …,layan,positif,positif
RSUD kajen pelayanan ok,rsud kajen layan ok,positif,positif
No review text,no review text,positif,positif
tampan,tampan,positif,positif
"sangat"" bagus, pelayanan nya baik dan ramah.",bagus layan nya ramah,positif,positif
No review text,no review text,positif,positif
Lanjutkan,lanjut,positif,positif
No review text,no review text,positif,positif
"Anak saya dirawat di flambayon, pelayan perawat anak sangat baguss.. ramah, humoris
Hanya ruangan nya kalau malam banyak nyamuk",anak rawat flambayon layan awat anak baguss ramah humorishanya ruang nya malam nyamuk,positif,positif
No review text,no review text,negatif,positif
"Pelayanan sangat memuaskan, gedungnya bagus, perawatnya ramah - ramah mantabs 👍👍 …",layan muas gedung bagus awat ramah ramah mantabs,positif,positif
"Pelayanan sangat baik, cepat, memuaskan, ramah, gedungnya bagus",layan cepat muas ramah gedung bagus,positif,positif
RSUD Kajen pelayanan nya sangat memuaskan top banget,rsud kajen layan nya muas top banget,positif,positif
Perawat dan dokter sangat ramah dan pelayanan sangat memuaskan,awat dokter ramah layan muas,positif,positif
"Pelayanan memuaskan, perawatnya baik2 dan ramah- ramah ⭐⭐⭐⭐⭐",layan muas awat baik2 ramah ramah,positif,positif
"Pelayanannya sangat bagus, dan memuaskan ⭐⭐⭐⭐⭐",layan bagus muas,positif,positif
No review text,no review text,positif,positif
Pelayanan bagus petugasnya ramah gedungnya sekarang jg sudah bagus banyak perkembangan...semoga semakin maju...,layan bagus tugas ramah gedung jg bagus perkembangansemoga maju,positif,positif
Pelayanan di ruang melati memuaskan 👍🏻👍🏻 …,layan ruang melati muas,positif,positif
Rsud Kajen pelayanan di ruang melati sangat baik.,rsud kajen layan ruang melati,positif,positif
RSUD Kajen sangat cocok untuk orang yang kurang mampu,rsud kajen cocok orang,positif,positif
"Pelayanan terhadap pasien di RSUD Kajen sangat memuaskan, sangat cocok untuk orang yang tidak mampu",layan pasien rsud kajen muas cocok orang,positif,positif
Fasilitas memadai di RSUD Kajen khususnya ruang melati sehingga pasien merasakan kenyamanan,fasilitas pada rsud kajen ruang melati pasien rasa nyaman,positif,positif
Pelayanan baik dan petugasnya ramah 👍 …,layan tugas ramah,positif,positif
Pelayanannya memuaskan,layan muas,positif,positif
Tx RSUD kjn,tx rsud kjn,positif,positif
Rsud kajen Pelayananya pokokny ok deh,rsud kajen pelayananya pokokny ok deh,positif,positif
"Rekomended untuk laboratnya
Langganan cek lab sendiri di hari biasa ngga ada 2 jam hasil lab sudah jadi, bisa via WA jg hasilnya bentuk file pdf …",rekomended laboratnyalangganan cek lab ngga 2 jam hasil lab via wa jg hasil bentuk file pdf,positif,positif
No review text,no review text,positif,positif
Pelayanan buruk. Kamar VIP berasa kamar kelas 3. Banyak nyamuk pula,layan buruk kamar vip asa kamar kelas 3 nyamuk,negatif,positif
Yang terbaik 👍👍👍 …,baik,positif,positif
No review text,no review text,positif,positif
No review text,no review text,positif,positif
No review text,no review text,positif,positif
"Tempat cuci tangan nya banyak,, sehingga lebih mudah untuk melakukan kebersihan tangan.",cuci tangan nya mudah bersih tangan,positif,positif
"Alhamdulillah pelayanan bagus dan sekarang mudah dengan adanya pendaftaran online dan anjungan mandiri terasa terbantu dan lebih cepat tidak perlu antri lagi saat saya mendaftar di RSUD Kajen...
Terimakasih sukses dan semakin maju terus",alhamdulillah layan bagus mudah daftar online anjung mandiri bantu cepat antri daftar rsud kajenterimakasih sukses maju,positif,positif
"Logo depan bintang 5, pelayanan fasilitas bintang 1",logo bintang 5 layan fasilitas bintang 1,negatif,positif
No review text,no review text,negatif,positif
Pelayanannya Baik,layan,positif,positif
Alhamdulillah dari hari pertama masuk sampai entri pelayanannya ramah & cepat. Walaupun saya peserta bpjs tapi pelayanan tidak dibedakan. Terimakasih 🤗 …,alhamdulillah masuk entri layan ramah cepat serta bpjs layan beda terimakasih,positif,positif
Haduh 🥴parah sih ini lama bngt tunggu dokternya ini udh jam 12 blm dateng padahal katanya tidak sedang melakukan oprasii 🤕 …,haduh parah sih bngt tunggu dokter udh jam 12 blm dateng oprasii,negatif,negatif
Ramah dan santun di poly gigi,ramah santun poly gigi,positif,positif
"Astagaaa bidan ponexnya judeznya nauzubillah...ditanya baik baik dg nada santun dijwbnya dg nada ketus.
Apa gak bisa jwbnya dg lbh santun jg? …",astagaaa bidan ponexnya judeznya nauzubillahditanya dg nada santun dijwbnya dg nada ketusapa gak jwbnya dg lbh santun jg,negatif,negatif
"peLayanan kurang baik,fasiLitas kurang memadai,ruangannya banyak nyamuk,bau sampah,menyesaL pernah singgah disini..dan mahaL menurut saya..tempatnya bau..",layan baikfasilitas memadairuangannya nyamukbau sampahmenyesal singgah disinidan mahal sayatempatnya bau,negatif,negatif
"Pelayan IGD sangat memuaskan, dokter perawat staf pendaftaran sangat melayani dg santun, tapi ketika sudah masuk R. Seroja yang tau tau ajalah. 😁 …",layan igd muas dokter awat staf daftar layan dg santun masuk r seroja tau tau aja,negatif,positif
"pelayanan buruk... dari daftr igd masa k bangsal jalan sendiri bawa bekas rm kaya mw lamar kerja. masuk kam jam 17.00 tidak dapt makan.
slimut pun tidak ada. …",layan buruk daftr igd k bangsal jalan bawa bekas rm kaya mw lamar kerja masuk kam jam 1700 dapt makanslimut,negatif,negatif
"bintang 5 buat dr. novan , baru tau ternyata ada dokter spesialis mikrobiologi 😁, dr nya ganteng , ramah pol, ngejelasin sama pasien detail sama murah senyum , andai semua dokter kek gini .. 😁😁 …",bintang 5 dr novan tau dokter spesialis mikrobiologi dr nya ganteng ramah pol ngejelasin pasien detail murah senyum andai dokter kek gin,positif,positif
"Satpam atau rekan satpam yang jaga malam hari Rabu tanggal 18 Oktober 2023 sungguh* tidak punya rasa empati, saat saya bawa darah utk transfusi ibuk saya, saya tidak diarahkan sama sekali bagaimana caranya utk masuk ke gerbang belakang, …",satpam rekan satpam jaga malam rabu tanggal 18 oktober 2023 sungguh empati bawa darah utk transfusi ibuk arah utk masuk gerbang,negatif,negatif
"Untuk pelayanan IGD ok, tapi setelah masuk ruangan ICU parah banget pelayanannya, dokter jaganya baru bicara kondisi pasien kalau ditanya, kalau diem ya kaya nggak diurusin, 1lg, ruang ICU katanya yg jaga maksimal 1org, tp nyatanya kluar …",layan igd ok masuk ruang icu parah banget layan dokter jaga bicara kondisi pasien diem ya kaya nggak diurusin 1lg ruang icu yg jaga maksimal 1org tp kluar,negatif,negatif
"Terimakasih Rsud kajen,,, info loker dongg, uhuy 🔥🔥 …",terimakasih rsud kajen info loker dongg uhuy,positif,positif
"Tempat praktek saya, perawatnya ramah, baik, kami sebagai mahasiswa profesi merasa sangat beruntung karena para perawat membimbing saya dengan sabar, mau berbagi ilmu mereka, dan mendidik kami agar kelak jadi perawat yg baik dan profesional.",praktek awat ramah mahasiswa profesi untung awat bimbing sabar bagi ilmu didik kelak awat yg profesional,positif,positif
"Suwun rsud kajen,  terima sudah merawat bpk saya",suwun rsud kajen terima rawat bpk,positif,positif
Terima kasih RSUD Kajen,terima kasih rsud kajen,positif,positif
Semua petugas n perawat galak galak,tugas n awat galak galak,negatif,positif
"bintangnya 5 tapi pelayanan bpjs rawat jalan dipersulit, bpjs tidak boleh online, online hanya untuk umum padahal bpjs jga bayar tiap bulan, knpa bpjs ga boleh online?",bintang 5 layan bpjs rawat jalan sulit bpjs online online bpjs jga bayar knpa bpjs ga online,negatif,positif
"Perawatnya ramah ramah, ruangannya juga bersih",awat ramah ramah ruang bersih,positif,positif
"Alhamdulillah RSUD yang bermanfaat membantu kesehatan orang banyak...
Jayalah Rumah sakit Kajen Kabupaten Pekalongan...bermutu berdaya saing dan demi kemanusiaan....♥️",alhamdulillah rsud manfaat bantu sehat orang banyakjayalah rumah sakit kajen kabupaten pekalonganbermutu daya saing manusia,positif,positif
No review text,no review text,positif,positif
No review text,no review text,positif,positif
Pelayanan terbaik.,layan baik,positif,positif
Pelayanan puas,layan puas,positif,positif
No review text,no review text,positif,positif
Terima kasih suster rsud kajen... Semoga sehat selalu untuk bisa merawat warga pekalongan dan sekitarnya,terima kasih suster rsud kajen moga sehat rawat warga kalong,positif,positif
"Pelayanannya cukup memuaskan,pegawainya ramah,sopan dan gaul²",layan memuaskanpegawainya ramahsopan gaul,positif,positif
"Rumah sakitnya enak udaranya,bisa pakai bpjs",rumah sakit enak udaranyabisa pakai bpjs,positif,positif
No review text,no review text,positif,positif
No review text,no review text,positif,positif
Kurang kamar mandi,kamar mandi,positif,positif
"Saya kelg pasien ruang teratai
Alhamdulilah perawat nya ramah.respon cepat
Ruangan cukup nyaman
..",kelg pasien ruang terataialhamdulilah awat nya ramahrespon cepatruangan nyaman,positif,positif
"Rsud kajen tempatnya homey,sejuk...pelayanan ramah..perawatnya ramah...bravo rsud kajen...",rsud kajen tempat homeysejukpelayanan ramahperawatnya ramahbravo rsud kajen,positif,positif
"Tempatnya luas, sejuk ,pake bpjs gratis tis,,",tempat luas sejuk pake bpjs gratis tis,positif,positif
Trimksih rsud kajen.. .. wlpun dengan Program gratis plyananya tetap bagus dn perawatanya ramah,trimksih rsud kajen wlpun program gratis plyananya bagus dn perawatanya ramah,positif,positif
"RSUD KAJEN pelayanan nya sangat memuaskan, tempatnya asri dan nyaman",rsud kajen layan nya muas tempat asri nyaman,positif,positif
"Tersedia akses kursi roda, pelayanan ramah, perlu perbanyak senyum supaya pengunjung tidak salah arti, mungkin itu faktor lelah. …",sedia akses kursi roda layan ramah banyak senyum unjung salah arti faktor lelah,positif,positif
Pelayanan di RSUD Kajen baik dan petugas beserta perawatnya ramah2.,layan rsud kajen tugas serta awat ramah2,positif,positif
di rumah sakit RSUD KAJEN playanan perawatnya sangat bgus   sllu siap siaga.dan dokternya rama...ruangan sllu bersih...alhamdulillah bisa sehat..TRIMAKASIH,rumah sakit rsud kajen playanan awat bgus sllu siagadan dokter ramaruangan sllu bersihalhamdulillah sehattrimakasih,positif,positif
No review text,no review text,positif,positif
"Rumah sakitnya asri,dokter,perawat dan petugasnya ramah2,murah senyum.Terimakasih RSUD Kajen,smoga semakin maju dan mjd yang terdepan di Pekalongan,",rumah sakit asridokterperawat tugas ramah2murah senyumterimakasih rsud kajensmoga maju mjd depan kalong,positif,positif
No review text,no review text,positif,positif
"Alhamdulillah mendapatkan pelayanan yg baik di RSUD Kajen..
🙏🏻🙏🏻🙏🏻 …",alhamdulillah layan yg rsud kajen,positif,positif
"Pelayanannya bagus,ramah",layan bagusramah,positif,positif
No review text,no review text,positif,positif
No review text,no review text,positif,positif
Pelayanan sangat bagus dan fasilitasnya lengkap,layan bagus fasilitas lengkap,positif,positif
Trimakasih rsud kajen .. Krn telah merawat klg saya dg sepenuh hati krg lbh 3 minggu di rs..,trimakasih rsud kajen krn rawat klg dg sepenuh hati krg lbh 3 minggu rs,positif,positif
Alhamdulillah..RSUD KAJEN pelayanannya SDH lebih baik semoga RSUD KAJEN semakin sukses dan maju,alhamdulillahrsud kajen layan sdh moga rsud kajen sukses maju,positif,positif
Pelayanan di rsud kajen bagus. Semua dilayani dengan baik apalagi pelayanan bpjs nya gampang.,layan rsud kajen bagus layan layan bpjs nya gampang,positif,positif
"Rumah sakitnya bersih dan nyaman, suasananya sejuk, semoga semakin maju dan sukses.",rumah sakit bersih nyaman suasana sejuk moga maju sukses,positif,positif
No review text,no review text,positif,positif
"Pelayanan cukup bagus , dokternya ramah, dan petugas yg lain juga baik 👍👍 …",layan bagus dokter ramah tugas yg,positif,positif
"Pelayanan bagus, dan nyaman.",layan bagus nyaman,positif,positif
Mantap RSUD Kajen,mantap rsud kajen,positif,positif
"Saya penunggu pasien ruang teratai
Pelayanan nya sangat baik dan petugasnya ramah2 dan zag zeg
Semoga kedepannya akan semakin baik lagi..",tunggu pasien ruang terataipelayanan nya tugas ramah2 zag zegsemoga depan,positif,positif
"Alhamdulillah d RSUD kajen sangat membantu kami mendapatkan fasilitas kesehatan,bisa BPJS kalaupun TDK punya ada program gratis dr daerah yaitu PG (program gratis), pelayananan memuaskan, petugasnya juga ramah2, matur nuwun RSUD KAJEN...",alhamdulillah d rsud kajen bantu fasilitas kesehatanbisa bpjs tdk program gratis dr daerah pg program gratis pelayananan muas tugas ramah2 matur nuwun rsud kajen,positif,positif
